date,same_day_covers,walk_in_covers,advance_covers,total_covers,avg_duration_covers_summary,advance_bookings,same_day_bookings,walk_in_bookings,total_bookings,avg_duration_bookings_summary,day_of_week,month,week_of_year,day_of_month,is_weekend
2024-12-11,0,8,30,38,114,7,0,5,12,108,Wednesday,12,50,11,0
2024-12-12,0,36,9,45,180,3,0,5,8,132,Thursday,12,50,12,0
2024-12-13,0,20,36,56,103,13,0,7,20,105,Friday,12,50,13,0
2024-12-14,0,26,56,82,116,12,0,6,18,113,Saturday,12,50,14,1
2024-12-15,0,16,8,24,118,2,0,6,8,116,Sunday,12,50,15,1
2024-12-16,0,0,0,0,0,0,0,0,0,0,Monday,12,51,16,0
2024-12-17,0,16,16,32,116,6,0,5,11,117,Tuesday,12,51,17,0
2024-12-18,0,20,9,29,114,3,0,5,8,111,Wednesday,12,51,18,0
2024-12-19,0,32,17,49,120,7,0,8,15,120,Thursday,12,51,19,0
2024-12-20,0,30,48,78,111,13,0,11,24,108,Friday,12,51,20,0
2024-12-21,0,19,29,48,111,7,0,6,13,111,Saturday,12,51,21,1
2024-12-22,0,6,21,27,113,5,0,3,8,112,Sunday,12,51,22,1
2024-12-23,0,0,0,0,0,0,0,0,0,0,Monday,12,52,23,0
2024-12-24,0,0,0,0,0,0,0,0,0,0,Tuesday,12,52,24,0
2024-12-25,0,0,0,0,0,0,0,0,0,0,Wednesday,12,52,25,0
2024-12-26,0,0,0,0,0,0,0,0,0,0,Thursday,12,52,26,0
2024-12-27,0,20,16,36,115,5,0,8,13,114,Friday,12,52,27,0
2024-12-28,0,17,34,51,108,9,0,6,15,107,Saturday,12,52,28,1
2024-12-29,0,8,6,14,116,2,0,2,4,112,Sunday,12,52,29,1
2024-12-30,0,0,0,0,0,0,0,0,0,0,Monday,12,1,30,0
2024-12-31,0,22,78,100,110,25,0,6,31,106,Tuesday,12,1,31,0
2025-01-01,0,4,6,10,99,3,0,2,5,99,Wednesday,1,1,1,0
2025-01-17,17,0,46,66,108,15,7,0,23,108,Friday,1,3,17,0
2025-01-18,12,10,60,85,109,16,5,4,26,109,Saturday,1,3,18,1
2025-01-19,5,5,29,39,111,5,2,2,9,111,Sunday,1,3,19,1
2025-01-21,7,5,11,23,123,3,3,2,8,123,Tuesday,1,4,21,0
2025-01-22,6,10,13,29,115,5,2,4,11,115,Wednesday,1,4,22,0
2025-01-23,2,0,30,32,113,10,1,0,11,113,Thursday,1,4,23,0
2025-01-24,8,4,37,49,114,11,3,2,16,114,Friday,1,4,24,0
2025-01-25,24,9,15,48,110,5,9,4,18,110,Saturday,1,4,25,1
2025-01-26,9,4,5,18,115,1,3,2,6,115,Sunday,1,4,26,1
2025-01-28,9,0,10,21,113,4,4,0,9,113,Tuesday,1,5,28,0
2025-01-29,2,10,0,12,112,0,1,3,4,112,Wednesday,1,5,29,0
2025-01-30,4,0,29,33,115,5,2,0,7,115,Thursday,1,5,30,0
2025-01-31,26,3,18,47,111,7,9,1,17,111,Friday,1,5,31,0
2025-02-01,19,3,12,34,105,6,5,1,12,105,Saturday,2,5,1,1
2025-02-02,3,6,8,17,115,2,1,3,6,115,Sunday,2,5,2,1
2025-02-04,0,6,14,20,120,4,0,2,6,120,Tuesday,2,6,4,0
2025-02-05,4,10,25,39,115,7,2,5,14,115,Wednesday,2,6,5,0
2025-02-06,2,6,24,32,110,5,1,3,9,110,Thursday,2,6,6,0
2025-02-07,9,5,34,48,109,12,4,3,19,109,Friday,2,6,7,0
2025-02-08,22,11,42,78,108,11,6,4,22,108,Saturday,2,6,8,1
2025-02-09,2,14,8,24,115,2,1,7,10,115,Sunday,2,6,9,1
2025-02-11,5,10,8,23,116,2,2,5,9,116,Tuesday,2,7,11,0
2025-02-12,13,6,12,31,117,4,6,3,13,117,Wednesday,2,7,12,0
2025-02-13,13,0,19,32,115,6,6,0,12,115,Thursday,2,7,13,0
2025-02-14,8,7,88,103,106,44,4,4,52,106,Friday,2,7,14,0
2025-02-15,10,9,68,87,105,21,4,3,28,105,Saturday,2,7,15,1
2025-02-16,0,12,4,16,100,2,0,4,6,100,Sunday,2,7,16,1
2025-02-18,0,8,7,15,120,2,0,3,5,120,Tuesday,2,8,18,0
2025-02-19,9,11,7,27,120,3,4,5,12,120,Wednesday,2,8,19,0
2025-02-20,11,13,21,45,119,5,4,6,15,119,Thursday,2,8,20,0
2025-02-21,8,10,31,49,108,11,4,4,19,108,Friday,2,8,21,0
2025-02-22,18,0,39,57,103,7,7,0,14,103,Saturday,2,8,22,1
2025-02-23,0,14,0,18,110,0,0,5,6,110,Sunday,2,8,23,1
2025-02-25,6,9,9,24,113,2,2,3,7,113,Tuesday,2,9,25,0
2025-02-26,2,0,27,29,120,8,1,0,9,120,Wednesday,2,9,26,0
2025-02-27,17,0,8,25,111,4,7,0,11,111,Thursday,2,9,27,0
2025-02-28,13,2,32,47,113,13,6,1,20,113,Friday,2,9,28,0
2025-03-01,20,2,48,71,120,13,8,1,23,120,Saturday,3,9,1,1
2025-03-02,6,2,24,32,103,5,3,1,9,103,Sunday,3,9,2,1
2025-03-04,2,3,6,11,120,2,1,2,5,120,Tuesday,3,10,4,0
2025-03-05,8,2,11,21,120,5,3,1,9,120,Wednesday,3,10,5,0
2025-03-06,5,2,20,27,116,5,2,1,8,116,Thursday,3,10,6,0
2025-03-07,15,15,32,62,114,10,5,5,20,114,Friday,3,10,7,0
2025-03-08,14,7,34,59,104,10,6,4,22,104,Saturday,3,10,8,1
2025-03-09,8,19,32,59,105,7,3,7,17,105,Sunday,3,10,9,1
2025-03-11,2,9,3,14,115,1,1,4,6,115,Tuesday,3,11,11,0
2025-03-12,6,9,21,36,115,5,2,4,11,115,Wednesday,3,11,12,0
2025-03-13,4,7,29,40,118,5,2,4,11,118,Thursday,3,11,13,0
2025-03-14,6,5,45,56,108,14,3,2,19,108,Friday,3,11,14,0
2025-03-15,19,6,42,67,111,8,6,3,17,111,Saturday,3,11,15,1
2025-03-16,7,11,13,31,102,4,2,6,12,102,Sunday,3,11,16,1
2025-03-18,8,5,2,15,117,1,3,2,6,117,Tuesday,3,12,18,0
2025-03-19,3,3,20,26,120,3,1,2,6,120,Wednesday,3,12,19,0
2025-03-20,11,2,20,33,117,6,4,1,11,117,Thursday,3,12,20,0
2025-03-21,10,11,14,35,110,6,4,3,13,110,Friday,3,12,21,0
2025-03-22,14,0,49,63,110,9,5,0,14,110,Saturday,3,12,22,1
2025-03-23,13,12,3,28,106,1,5,6,12,106,Sunday,3,12,23,1
2025-03-25,12,2,7,21,120,2,4,1,7,120,Tuesday,3,13,25,0
2025-03-26,6,2,8,16,120,2,3,1,6,120,Wednesday,3,13,26,0
2025-03-27,23,6,18,47,110,5,7,2,14,110,Thursday,3,13,27,0
2025-03-28,10,15,23,48,120,7,3,5,15,120,Friday,3,13,28,0
2025-03-29,3,15,13,31,108,4,1,5,10,108,Saturday,3,13,29,1
2025-03-30,24,6,63,93,104,17,6,2,25,104,Sunday,3,13,30,1
2025-04-01,0,6,6,12,117,3,0,2,5,117,Tuesday,4,14,1,0
2025-04-02,2,11,6,19,116,2,1,5,8,116,Wednesday,4,14,2,0
2025-04-03,8,8,20,36,114,5,3,2,10,114,Thursday,4,14,3,0
2025-04-04,8,14,34,56,112,12,3,5,20,112,Friday,4,14,4,0
2025-04-05,14,9,40,63,114,11,5,4,20,114,Saturday,4,14,5,1
2025-04-06,6,8,6,20,98,2,2,3,7,98,Sunday,4,14,6,1
2025-04-08,10,2,8,20,112,2,5,1,8,112,Tuesday,4,15,8,0
2025-04-09,11,2,13,26,112,5,4,1,10,112,Wednesday,4,15,9,0
2025-04-10,13,4,25,42,116,8,4,2,14,116,Thursday,4,15,10,0
2025-04-11,13,12,15,40,117,5,6,7,18,117,Friday,4,15,11,0
2025-04-12,13,12,16,41,111,6,6,5,17,111,Saturday,4,15,12,1
2025-04-13,10,10,5,25,112,1,3,4,8,112,Sunday,4,15,13,1
2025-04-15,4,10,5,19,111,2,2,5,9,111,Tuesday,4,16,15,0
2025-04-16,4,6,0,10,117,0,2,3,5,117,Wednesday,4,16,16,0
2025-04-17,2,8,30,40,111,10,1,3,14,111,Thursday,4,16,17,0
2025-04-18,4,4,10,18,110,3,1,2,6,110,Friday,4,16,18,0
2025-04-19,14,7,6,27,117,2,5,3,10,117,Saturday,4,16,19,1
2025-04-22,0,4,1,5,105,1,0,1,2,105,Tuesday,4,17,22,0
2025-04-23,2,6,17,25,122,4,1,2,7,122,Wednesday,4,17,23,0
2025-04-24,5,7,15,27,110,5,2,4,11,110,Thursday,4,17,24,0
2025-04-25,9,2,48,59,115,15,2,1,18,115,Friday,4,17,25,0
2025-04-26,13,11,57,81,112,11,5,5,21,112,Saturday,4,17,26,1
2025-04-27,0,14,0,15,92,0,0,6,7,92,Sunday,4,17,27,1
2025-04-29,4,12,17,33,120,3,2,4,9,120,Tuesday,4,18,29,0
2025-04-30,3,8,25,36,115,7,2,3,12,115,Wednesday,4,18,30,0
2025-05-01,3,4,13,20,120,4,1,1,6,120,Thursday,5,18,1,0
2025-05-02,17,5,31,53,114,9,6,2,17,114,Friday,5,18,2,0
2025-05-03,10,15,8,33,109,4,3,6,13,109,Saturday,5,18,3,1
2025-05-04,12,6,34,54,102,7,4,3,15,102,Sunday,5,18,4,1
2025-05-07,8,5,8,21,116,2,4,2,8,116,Wednesday,5,19,7,0
2025-05-08,3,7,8,18,117,3,1,3,7,117,Thursday,5,19,8,0
2025-05-09,27,11,10,50,110,3,10,5,19,110,Friday,5,19,9,0
2025-05-10,30,5,20,55,111,6,11,3,20,111,Saturday,5,19,10,1
2025-05-11,7,6,6,20,105,1,3,3,8,105,Sunday,5,19,11,1
2025-05-13,0,3,20,23,118,6,0,2,8,118,Tuesday,5,20,13,0
2025-05-14,6,11,6,23,120,1,1,6,8,120,Wednesday,5,20,14,0
2025-05-15,10,5,0,17,99,0,2,2,5,99,Thursday,5,20,15,0
2025-05-16,4,8,35,47,112,13,2,4,19,112,Friday,5,20,16,0
2025-05-17,17,0,32,49,114,10,6,0,16,114,Saturday,5,20,17,1
2025-05-18,14,9,20,43,105,4,4,4,12,105,Sunday,5,20,18,1
2025-05-20,0,6,3,9,116,1,0,3,4,116,Tuesday,5,21,20,0
2025-05-21,7,16,3,28,113,1,2,5,9,113,Wednesday,5,21,21,0
2025-05-22,15,8,13,36,116,5,5,3,13,116,Thursday,5,21,22,0
2025-05-23,15,6,33,54,113,12,6,4,22,113,Friday,5,21,23,0
2025-05-24,21,18,30,69,108,8,8,8,24,108,Saturday,5,21,24,1
2025-05-25,7,4,0,11,120,0,2,2,4,120,Sunday,5,21,25,1
2025-05-27,13,3,6,22,111,2,5,2,9,111,Tuesday,5,22,27,0
2025-05-28,4,2,21,27,108,5,2,1,8,108,Wednesday,5,22,28,0
2025-05-29,2,16,11,29,112,4,1,5,10,112,Thursday,5,22,29,0
2025-05-30,10,10,20,40,118,6,4,4,14,118,Friday,5,22,30,0
2025-05-31,23,2,12,37,111,4,6,1,11,111,Saturday,5,22,31,1
2025-06-01,6,16,5,27,105,1,1,7,9,105,Sunday,6,22,1,1
2025-06-03,0,7,23,30,112,3,0,1,4,112,Tuesday,6,23,3,0
2025-06-04,2,11,15,28,118,6,1,3,10,118,Wednesday,6,23,4,0
2025-06-05,0,4,43,47,116,7,0,2,9,116,Thursday,6,23,5,0
2025-06-06,20,10,19,49,117,7,9,5,21,117,Friday,6,23,6,0
2025-06-07,19,17,19,61,106,7,7,8,23,106,Saturday,6,23,7,1
2025-06-08,11,8,9,28,96,3,3,3,9,96,Sunday,6,23,8,1
2025-06-10,5,2,4,11,112,2,1,1,4,112,Tuesday,6,24,10,0
2025-06-11,14,19,24,57,120,2,5,3,10,120,Wednesday,6,24,11,0
2025-06-12,5,9,5,19,118,2,2,4,8,118,Thursday,6,24,12,0
2025-06-13,18,10,24,52,116,6,5,5,16,116,Friday,6,24,13,0
2025-06-14,16,4,20,40,114,7,6,2,15,114,Saturday,6,24,14,1
2025-06-15,30,14,40,88,100,9,8,6,24,100,Sunday,6,24,15,1
2025-06-17,4,12,12,28,120,4,2,4,10,120,Tuesday,6,25,17,0
2025-06-18,0,2,24,26,120,6,0,1,7,120,Wednesday,6,25,18,0
2025-06-19,3,11,8,22,116,3,1,4,8,116,Thursday,6,25,19,0
2025-06-20,9,10,19,38,114,5,3,5,13,114,Friday,6,25,20,0
2025-06-21,10,0,35,45,109,8,3,0,11,109,Saturday,6,25,21,1
2025-06-22,6,9,0,15,96,0,2,3,5,96,Sunday,6,25,22,1
2025-06-24,7,10,4,21,120,2,2,4,8,120,Tuesday,6,26,24,0
2025-06-25,5,7,8,20,118,3,2,3,8,118,Wednesday,6,26,25,0
2025-06-26,2,13,4,19,118,2,1,5,8,118,Thursday,6,26,26,0
2025-06-27,13,14,12,39,114,3,5,6,14,114,Friday,6,26,27,0
2025-06-28,6,16,17,39,107,4,3,5,12,107,Saturday,6,26,28,1
2025-06-29,6,13,10,29,118,3,2,6,11,118,Sunday,6,26,29,1
2025-07-01,0,18,9,27,118,3,0,6,9,118,Tuesday,7,27,1,0
2025-07-02,3,7,5,15,115,2,1,3,6,115,Wednesday,7,27,2,0
2025-07-03,4,6,2,12,117,1,2,2,5,117,Thursday,7,27,3,0
2025-07-04,4,13,45,62,110,10,2,5,17,110,Friday,7,27,4,0
2025-07-05,18,11,17,46,110,7,5,4,16,110,Saturday,7,27,5,1
2025-07-06,15,7,18,42,96,6,4,3,14,96,Sunday,7,27,6,1
2025-07-08,17,0,36,53,108,3,5,0,8,108,Tuesday,7,28,8,0
2025-07-09,2,8,27,37,120,2,1,5,8,120,Wednesday,7,28,9,0
2025-07-10,9,6,38,53,116,3,3,3,9,116,Thursday,7,28,10,0
2025-07-11,7,1,8,16,120,4,3,1,8,120,Friday,7,28,11,0
2025-07-12,21,0,24,47,110,6,8,0,15,110,Saturday,7,28,12,1
2025-07-13,6,14,3,23,112,1,2,5,8,112,Sunday,7,28,13,1
2025-07-15,0,8,63,71,115,3,0,3,6,115,Tuesday,7,29,15,0
2025-07-16,6,1,23,30,112,4,3,1,8,112,Wednesday,7,29,16,0
2025-07-17,6,7,2,15,120,1,3,3,7,120,Thursday,7,29,17,0
2025-07-18,13,3,26,42,114,6,4,1,11,114,Friday,7,29,18,0
2025-07-19,13,2,35,50,112,6,5,1,12,112,Saturday,7,29,19,1
2025-07-20,10,4,10,24,112,3,3,2,8,112,Sunday,7,29,20,1
2025-07-22,8,9,4,21,110,2,3,4,9,110,Tuesday,7,30,22,0
2025-07-23,17,7,13,37,114,4,6,1,11,114,Wednesday,7,30,23,0
2025-07-24,6,7,6,19,108,3,2,3,8,108,Thursday,7,30,24,0
2025-07-25,14,8,17,39,124,5,6,4,15,124,Friday,7,30,25,0
2025-07-26,23,13,34,70,115,10,7,5,22,115,Saturday,7,30,26,1
2025-07-27,12,4,6,24,115,2,4,2,9,115,Sunday,7,30,27,1
2025-07-29,2,16,21,39,115,5,1,6,12,115,Tuesday,7,31,29,0
2025-07-30,2,13,31,46,120,4,1,6,11,120,Wednesday,7,31,30,0
2025-07-31,8,15,16,39,114,5,3,6,14,114,Thursday,7,31,31,0
2025-08-01,18,20,7,45,117,3,7,10,20,117,Friday,8,31,1,0
2025-08-02,19,17,23,59,104,7,6,8,21,104,Saturday,8,31,2,1
2025-08-03,11,7,13,31,108,1,4,3,8,108,Sunday,8,31,3,1
2025-08-05,6,9,0,15,114,0,2,3,5,114,Tuesday,8,32,5,0
2025-08-06,2,11,14,27,120,5,1,3,9,120,Wednesday,8,32,6,0
2025-08-07,4,0,13,17,120,4,2,0,6,120,Thursday,8,32,7,0
2025-08-08,26,8,16,50,117,3,8,4,15,117,Friday,8,32,8,0
2025-08-09,10,13,9,32,110,1,3,5,9,110,Saturday,8,32,9,1
2025-08-10,6,0,21,27,96,3,2,0,5,96,Sunday,8,32,10,1
2025-08-12,2,4,2,8,120,1,1,1,3,120,Tuesday,8,33,12,0
2025-08-13,10,2,6,18,120,2,3,1,6,120,Wednesday,8,33,13,0
2025-08-14,14,4,9,27,112,3,7,2,12,112,Thursday,8,33,14,0
2025-08-15,8,16,21,45,117,6,2,6,14,117,Friday,8,33,15,0
2025-08-16,13,4,13,30,117,6,4,2,12,117,Saturday,8,33,16,1
2025-08-17,3,2,6,11,112,2,1,1,4,112,Sunday,8,33,17,1
2025-08-19,6,10,6,22,113,2,2,5,9,113,Tuesday,8,34,19,0
2025-08-20,4,12,8,24,117,3,2,5,10,117,Wednesday,8,34,20,0
2025-08-21,5,2,3,10,120,1,2,1,4,120,Thursday,8,34,21,0
2025-08-22,10,2,22,34,117,8,2,1,11,117,Friday,8,34,22,0
2025-08-23,7,10,12,29,110,3,3,3,9,110,Saturday,8,34,23,1
2025-08-24,7,5,6,18,117,3,2,2,7,117,Sunday,8,34,24,1
2025-08-26,3,2,2,7,120,1,2,1,4,120,Tuesday,8,35,26,0
2025-08-27,4,13,0,17,120,0,1,6,7,120,Wednesday,8,35,27,0
2025-08-28,11,7,14,33,113,3,5,3,12,113,Thursday,8,35,28,0
2025-08-29,10,26,12,48,111,2,4,12,18,111,Friday,8,35,29,0
2025-08-30,9,13,22,44,116,7,3,4,14,116,Saturday,8,35,30,1
2025-08-31,2,7,7,16,112,2,1,3,6,112,Sunday,8,35,31,1
2025-09-02,0,0,10,10,120,3,0,0,3,120,Tuesday,9,36,2,0
2025-09-03,0,4,5,9,110,1,0,2,3,110,Wednesday,9,36,3,0
2025-09-04,11,12,7,30,115,3,3,5,11,115,Thursday,9,36,4,0
2025-09-05,19,7,24,54,113,9,8,3,21,113,Friday,9,36,5,0
2025-09-06,26,7,33,66,107,6,10,5,21,107,Saturday,9,36,6,1
2025-09-07,0,13,2,15,107,1,0,5,6,107,Sunday,9,36,7,1
2025-09-09,8,6,16,30,117,5,3,2,10,117,Tuesday,9,37,9,0
2025-09-10,2,4,14,20,120,3,1,2,6,120,Wednesday,9,37,10,0
2025-09-11,0,6,28,34,121,7,0,2,9,121,Thursday,9,37,11,0
2025-09-12,16,12,32,60,116,10,7,6,23,116,Friday,9,37,12,0
2025-09-13,17,14,29,63,109,9,6,6,22,109,Saturday,9,37,13,1
2025-09-14,3,3,14,20,110,3,2,1,6,110,Sunday,9,37,14,1
2025-09-16,8,2,10,20,115,3,2,1,6,115,Tuesday,9,38,16,0
2025-09-17,11,7,19,37,128,5,4,3,12,128,Wednesday,9,38,17,0
2025-09-18,6,6,4,18,120,2,3,3,9,120,Thursday,9,38,18,0
2025-09-19,6,7,37,52,113,11,3,3,18,113,Friday,9,38,19,0
2025-09-20,26,0,19,57,114,6,9,0,16,114,Saturday,9,38,20,1
2025-09-21,4,3,8,15,108,2,1,2,5,108,Sunday,9,38,21,1
2025-09-23,3,7,6,18,109,2,1,3,7,109,Tuesday,9,39,23,0
2025-09-24,2,5,13,20,120,4,1,3,8,120,Wednesday,9,39,24,0
2025-09-25,8,3,11,22,114,5,3,3,11,114,Thursday,9,39,25,0
2025-09-26,14,0,25,39,120,5,6,0,11,120,Friday,9,39,26,0
2025-09-27,18,6,14,38,115,4,6,3,13,115,Saturday,9,39,27,1
2025-09-28,16,9,26,51,100,3,5,4,12,100,Sunday,9,39,28,1
2025-09-30,6,1,10,17,115,3,2,1,6,115,Tuesday,9,40,30,0
2025-10-01,7,10,8,25,112,2,3,3,8,112,Wednesday,10,40,1,0
2025-10-02,10,6,18,34,111,5,4,2,11,111,Thursday,10,40,2,0
2025-10-03,15,6,7,28,120,3,6,3,12,120,Friday,10,40,3,0
2025-10-04,9,4,53,66,109,13,3,2,18,109,Saturday,10,40,4,1
2025-10-05,6,2,2,10,110,1,1,1,3,110,Sunday,10,40,5,1
2025-10-07,2,4,9,15,114,2,1,2,5,114,Tuesday,10,41,7,0
2025-10-08,17,15,10,42,117,2,6,7,15,117,Wednesday,10,41,8,0
2025-10-09,11,6,19,36,107,7,2,2,11,107,Thursday,10,41,9,0
2025-10-10,22,4,29,55,115,8,11,2,21,115,Friday,10,41,10,0
2025-10-11,13,21,30,64,114,8,6,7,21,114,Saturday,10,41,11,1
2025-10-12,0,7,4,11,105,1,0,3,4,105,Sunday,10,41,12,1
2025-10-14,0,3,7,10,120,2,0,1,3,120,Tuesday,10,42,14,0
2025-10-15,0,2,8,10,120,3,0,1,4,120,Wednesday,10,42,15,0
2025-10-16,4,3,10,17,120,5,2,1,8,120,Thursday,10,42,16,0
2025-10-17,14,13,15,42,113,6,7,7,20,113,Friday,10,42,17,0
2025-10-18,7,5,9,21,120,3,4,2,9,120,Saturday,10,42,18,1
2025-10-19,6,10,4,20,117,2,1,4,7,117,Sunday,10,42,19,1
2025-10-21,6,4,3,13,117,2,2,1,5,117,Tuesday,10,43,21,0
2025-10-22,2,7,9,18,120,2,1,2,5,120,Wednesday,10,43,22,0
2025-10-23,12,9,2,23,117,1,5,4,10,117,Thursday,10,43,23,0
2025-10-24,18,14,19,51,120,6,6,8,20,120,Friday,10,43,24,0
2025-10-25,23,22,29,74,102,7,9,8,24,102,Saturday,10,43,25,1
2025-10-26,2,6,0,8,95,0,1,2,3,95,Sunday,10,43,26,1
2025-10-28,4,4,18,26,111,3,2,2,7,111,Tuesday,10,44,28,0
2025-10-29,9,4,4,17,120,2,3,2,7,120,Wednesday,10,44,29,0
2025-10-30,10,7,4,21,110,1,4,3,8,110,Thursday,10,44,30,0
2025-10-31,19,4,22,49,118,10,8,1,20,118,Friday,10,44,31,0
2025-11-01,4,10,16,30,114,3,2,5,10,114,Saturday,11,44,1,1
2025-11-02,8,15,13,36,102,4,3,5,12,102,Sunday,11,44,2,1
2025-11-04,0,6,10,16,112,1,0,3,4,112,Tuesday,11,45,4,0
2025-11-05,0,2,5,7,120,2,0,1,3,120,Wednesday,11,45,5,0
2025-11-06,2,11,2,15,120,1,1,4,6,120,Thursday,11,45,6,0
2025-11-07,17,9,37,63,111,10,6,4,20,111,Friday,11,45,7,0
2025-11-08,4,0,66,72,110,12,2,0,15,110,Saturday,11,45,8,1
2025-11-09,6,3,16,25,98,3,2,2,7,98,Sunday,11,45,9,1
2025-11-11,6,13,22,41,120,3,1,6,10,120,Tuesday,11,46,11,0
2025-11-12,3,8,0,11,120,0,1,3,4,120,Wednesday,11,46,12,0
2025-11-13,4,13,7,24,117,3,2,5,10,117,Thursday,11,46,13,0
2025-11-14,14,13,34,61,115,11,6,6,23,115,Friday,11,46,14,0
2025-11-15,8,12,46,73,96,7,2,4,17,96,Saturday,11,46,15,1
2025-11-16,4,1,15,20,95,3,2,1,6,95,Sunday,11,46,16,1
2025-11-18,8,13,2,23,116,1,4,7,12,116,Tuesday,11,47,18,0
2025-11-19,9,2,5,16,113,2,4,1,7,113,Wednesday,11,47,19,0
2025-11-20,4,10,28,42,118,9,2,4,15,118,Thursday,11,47,20,0
2025-11-21,6,2,22,30,120,6,3,1,10,120,Friday,11,47,21,0
2025-11-22,24,3,17,44,115,4,8,1,13,115,Saturday,11,47,22,1
2025-11-23,9,22,0,31,100,0,3,7,10,100,Sunday,11,47,23,1
2025-11-25,7,9,9,25,116,3,2,4,9,116,Tuesday,11,48,25,0
2025-11-26,3,5,12,20,111,3,1,3,7,111,Wednesday,11,48,26,0
2025-11-27,8,0,17,25,114,2,3,0,5,114,Thursday,11,48,27,0
2025-11-28,22,8,14,44,115,4,9,3,16,115,Friday,11,48,28,0
2025-11-29,14,6,13,33,111,4,5,2,11,111,Saturday,11,48,29,1
2025-11-30,11,7,5,23,98,1,2,4,7,98,Sunday,11,48,30,1
2025-12-02,0,2,2,4,112,1,0,1,2,112,Tuesday,12,49,2,0
2025-12-03,2,5,6,13,120,1,1,2,4,120,Wednesday,12,49,3,0
2025-12-04,10,0,10,20,112,2,2,0,4,112,Thursday,12,49,4,0
2025-12-05,14,8,14,36,110,3,5,3,11,110,Friday,12,49,5,0
2025-12-06,14,11,33,58,111,6,6,4,16,111,Saturday,12,49,6,1
2025-12-07,13,4,8,27,105,4,4,1,10,105,Sunday,12,49,7,1
2025-12-09,9,11,6,26,110,2,3,4,9,110,Tuesday,12,50,9,0
2025-12-10,4,13,5,22,113,2,1,6,9,113,Wednesday,12,50,10,0
2025-12-11,3,4,43,50,106,7,1,2,10,106,Thursday,12,50,11,0
2025-12-12,14,12,62,88,119,12,5,5,22,119,Friday,12,50,12,0
2025-12-13,20,8,16,44,110,3,6,3,12,110,Saturday,12,50,13,1
2025-12-14,11,4,2,17,100,1,4,2,7,100,Sunday,12,50,14,1
2025-12-16,0,18,4,22,103,1,0,7,8,103,Tuesday,12,51,16,0
2025-12-17,0,0,24,24,120,7,0,0,7,120,Wednesday,12,51,17,0
2025-12-18,0,4,21,25,115,5,0,2,7,115,Thursday,12,51,18,0
2025-12-19,16,4,2,22,115,1,7,2,10,115,Friday,12,51,19,0
2025-12-20,17,13,32,62,109,7,7,5,19,109,Saturday,12,51,20,1
2025-12-30,9,0,7,16,120,2,3,0,5,120,Tuesday,12,1,30,0
2025-12-31,18,8,64,90,116,19,9,2,30,116,Wednesday,12,1,31,0
2026-01-01,0,4,8,12,120,8,0,4,12,120,Thursday,1,1,1,0
2026-01-02,13,19,22,54,115,22,13,19,54,115,Friday,1,1,2,0
2026-01-03,15,6,3,24,116,3,15,6,24,116,Saturday,1,1,3,1
2026-01-04,4,2,4,11,108,4,4,2,11,108,Sunday,1,1,4,1
2026-01-06,0,3,8,11,112,8,0,3,11,112,Tuesday,1,2,6,0
2026-01-07,0,14,0,14,120,0,0,14,14,120,Wednesday,1,2,7,0
2026-01-08,8,8,8,23,120,8,8,8,23,120,Thursday,1,2,8,0
2026-01-09,16,19,29,64,112,29,16,19,64,112,Friday,1,2,9,0
2026-01-10,12,21,9,42,110,9,12,21,42,110,Saturday,1,2,10,1
2026-01-11,6,11,2,19,106,2,6,11,19,106,Sunday,1,2,11,1
2026-01-13,5,8,8,22,118,8,5,8,22,118,Tuesday,1,3,13,0
2026-01-14,14,28,0,42,120,0,14,28,42,120,Wednesday,1,3,14,0
2026-01-15,4,4,19,27,115,19,4,4,27,115,Thursday,1,3,15,0
2026-01-16,13,16,22,51,120,22,13,16,51,120,Friday,1,3,16,0
2026-01-17,39,9,39,91,108,39,39,9,91,108,Saturday,1,3,17,1
2026-01-18,13,6,2,21,109,2,13,6,21,109,Sunday,1,3,18,1
2026-01-20,8,11,5,24,120,5,8,11,24,120,Tuesday,1,4,20,0
2026-01-21,0,28,35,64,120,35,0,28,64,120,Wednesday,1,4,21,0
2026-01-22,23,15,12,50,110,12,23,15,50,110,Thursday,1,4,22,0
2026-01-23,6,3,10,19,120,10,6,3,19,120,Friday,1,4,23,0
2026-01-24,18,0,18,36,110,18,18,0,36,110,Saturday,1,4,24,1
2026-01-25,13,4,13,30,105,13,13,4,30,105,Sunday,1,4,25,1
2026-01-27,3,3,8,16,115,8,3,3,16,115,Tuesday,1,5,27,0
2026-01-28,0,14,7,21,120,7,0,14,21,120,Wednesday,1,5,28,0
2026-01-29,0,12,12,23,120,12,0,12,23,120,Thursday,1,5,29,0
2026-01-30,16,13,16,45,117,16,16,13,45,117,Friday,1,5,30,0
2026-01-31,27,15,12,54,109,12,27,15,54,109,Saturday,1,5,31,1
2026-02-01,4,2,4,11,102,4,4,2,11,102,Sunday,2,5,1,1
2026-02-03,5,3,5,14,114,5,5,3,14,114,Tuesday,2,6,3,0
2026-02-04,14,0,21,35,120,21,14,0,35,120,Wednesday,2,6,4,0
2026-02-05,8,12,12,31,116,12,8,12,31,116,Thursday,2,6,5,0
2026-02-06,6,10,35,51,118,35,6,10,51,118,Friday,2,6,6,0
2026-02-07,27,6,15,48,105,15,27,6,48,105,Saturday,2,6,7,1
